StockNo,VIN,Year,Make,Model,Trim,Condition,Mileage,InventorySince,AgeinDays,InternetPrice,MSRP,InvoicePrice,ExteriorColor,InteriorColor,Location,ShowroomTitle,Options,Type,Length,SleepingCapacity,FuelType,AirConditioners,Awnings,LevelingJacks,Serial.No,Status,LotName,Storename,LocationDescription
"27159","573FM4022K1112554","2019","GRAND DESIGN","MOMENTUM","349M","NEW","0","29 JUN 18","26","0.00","95,135.00","63,817.13","","OAKLEY","CLE","2019 GRAND DESIGN MOMENTUM 349","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE UPGRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","34","0","","0","YES","NO","K1112554","A","CALERA","CALERA",""
"27160","573FM4539K1112519","2019","GRAND DESIGN","MOMENTUM","397TH","NEW","0","27 JUN 18","28","0.00","115,073.00","74,957.13","","OAKLEY","CLE","2019 GRAND DESIGN MOMENTUM 397","MOMENTUM INTERIOR PACKAGE^^MOMENTUM EXTERIOR PACKAGE^^MOMENTUM GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^LOAD RANGE G TIRE GRADE^^EXTERIOR ENTERTAINMENT CENTER^^3RD A/C GARAGE 13.5K BTU W/LOA^^AUXILLARY FRESH WATER TANK^^3RD AWNING (MAIN SLIDE)^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^HEAT PUMP A/C^^KING BED UPGRADE^^ROCKFORD FOSGATE SPEAKER UPGRA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","39","0","","0","YES","NO","K1112519","A","CALERA","CALERA",""
"27166P","1F65F5DY2J0A08073","2018","THOR","WINDSPORT","29M","USED","4673","15 JUN 18","40","85,115.00","110,000.00","69,500.00","","","LFT","2018 THOR WINDSPORT 29M","","CLASS A MH","0","0","","0","NO","NO","1F65F5DY2J0A08073","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27171","1SABS0BP2K22L5076","2019","STARCRAFT","MOSSY OAK","26BHS","NEW","0","18 JUN 18","37","0.00","26,368.00","16,806.13","","MOSSY OAK","CLE","2019 STARCRAFT MOSSY OAK 26BHS","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^A/C 15000 BTU^^DIXIE","TRAVEL TRAILER","26","0","","0","NO","NO","K22L5076","A","CALERA","CALERA",""
"27172","1SABS0BP9K22X5073","2019","STARCRAFT","MOSSY OAK","27BHS","NEW","0","18 JUN 18","37","0.00","28,609.00","18,301.13","","MOSSY OAK","CLE","2019 STARCRAFT MOSSY OAK 27BHS","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^A/C 15000 BTU^^DIXIE","TRAVEL TRAILER","27","0","","0","NO","NO","K22X5073","A","CALERA","CALERA",""
"27173","1SABS0BN6K22F5065","2019","STARCRAFT","MOSSY OAK","26BH","NEW","0","18 JUN 18","37","0.00","23,219.00","14,706.13","","MOSSY OAK","CLE","2019 STARCRAFT MOSSY OAK 26BH","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^DIXIE","TRAVEL TRAILER","26","0","","0","NO","NO","K22F5065","A","CALERA","CALERA",""
"27174","1SABS0BL7K22J5077","2019","STARCRAFT","MOSSY OAK","21FB","NEW","0","20 JUN 18","35","0.00","22,867.00","15,167.43","","MOSSY OAK","CLE","2019 STARCRAFT MOSSY OAK 21FB","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^DIXIE","TRAVEL TRAILER","21","0","","0","NO","NO","K55J5077","A","CALERA","CALERA",""
"27175","1SABS0BK6K26B5053","2019","STARCRAFT","MOSSY OAK","21FBS","NEW","0","19 JUN 18","36","0.00","27,478.00","16,095.13","","OBSESSION","CLE","2019 STARCRAFT MOSSY OAK 21FBS","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^OBESSION DECOR PACKAGE^^DIXIE","TRAVEL TRAILER","21","0","","0","NO","NO","K26B5053","A","CALERA","CALERA",""
"27177","1SABS0BN9K26T5067","2019","STARCRAFT","MOSSY OAK","24RLS","NEW","0","20 JUN 18","35","0.00","30,971.00","18,376.13","","MOSSY OAK","CLE","2019 STARCRAFT MOSSY OAK 24RLS","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^SOFA, TRI-FOLD^^A/C 15000 BTU^^DIXIE","TRAVEL TRAILER","24","0","","0","NO","NO","K2675067","A","CALERA","CALERA",""
"27178","1SABS0AJ3K22B5105","2019","STARCRAFT","MOSSY OAK","18BHS","NEW","0","09 JUL 18","16","0.00","21,720.00","13,706.13","","MOSSY OAK","CLE","2019 STARCRAFT MOSSY OAK 18BHS","CUSTOMER CONVENIENCE PACKAGE^^MOSSY OAK PACKAGE^^DIXIE","TRAVEL TRAILER","18","0","","0","NO","NO","K22B5105","A","CALERA","CALERA",""
"27197","4YDT18017KT431869","2019","KEYSTONE RV","BULLET","1800RB","NEW","0","09 JUL 18","16","17,995.00","21,922.00","15,161.00","OXFORD GRAY","SADDLEBROOK","HMD","2019 KEYSTONE RV BULLET 1800RB","OXFORD GRAY^^CROSSFIRE PACKAGE^^MURPHY BED W/SOFA^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","18","0","","0","NO","NO","KT431869","A","HAMMOND","HAMMOND",""
"27198","4YDT19016KT431884","2019","KEYSTONE RV","BULLET","1900RD","NEW","0","26 JUN 18","29","17,995.00","21,922.00","15,875.99","OXFORD GRAY","SADDLEBROOK","HMD","2019 KEYSTONE RV BULLET 1900RD","OXFORD GRAY^^CROSSFIRE PACKAGE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","19","0","","0","NO","NO","KT431884","A","HAMMOND","HAMMOND",""
"27199","4YDT29R20KD432077","2019","KEYSTONE RV","BULLET","29RKPR","NEW","0","25 JUN 18","30","0.00","38,994.00","26,372.82","CHAMPAGNE","GUN METAL","HMD","2019 KEYSTONE RV BULLET 29RKPR","CHAMPAGNE^^PREMIER PACKAGE^^FRAMLESS TINTED WINDOWS^^POWER TONGUE JACK^^EXTERIOR CAMPING PACKAGE^^INTERIOR CAMPING PACKAGE^^ALUMINUM WHEELS^^THERMAL PACKAGE^^PAINTED FRONT CAP^^32' LED TV^^SLAM LATCH BAGGAGE DOORS^^8 CUBIC FOOT LARGE REFRIGERATO^^50 AMP SERVICE W/2ND A/C^^15 BTU AC - DUCTED^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","29","0","","0","NO","NO","KD432077","A","HAMMOND","HAMMOND",""
"27200","4YDT27221KT431833","2019","KEYSTONE RV","BULLET","272BHS","NEW","0","21 JUN 18","34","0.00","34,323.00","22,987.13","OXFORD GRAY","SADDLEBROOK","HMD","2019 KEYSTONE RV BULLET 272BHS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CAP^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU AC - DUCTED^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","NO","NO","KT431833","A","HAMMOND","HAMMOND",""
"27201","4YDT27222KT431842","2019","KEYSTONE RV","BULLET","272BHS","NEW","0","22 JUN 18","33","0.00","34,323.00","23,625.99","OXFORD GRAY","GUN METAL","HMD","2019 KEYSTONE RV BULLET 272BHS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CAP^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU AC - DUCTED^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","27","0","","0","NO","NO","KT431842","A","HAMMOND","HAMMOND",""
"27202","573FM3729K1112440","2019","GRAND DESIGN","MOMENTUM","328M","NEW","0","19 JUN 18","36","0.00","88,920.50","59,882.13","","OAKLEY","HMD","2019 GRAND DESIGN MOMENTUM 328","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE UPGRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","32","0","","0","YES","NO","K1112440","A","HAMMOND","HAMMOND",""
"27203","573FM4431K1112449","2019","GRAND DESIGN","MOMENTUM","395M","NEW","0","20 JUN 18","35","0.00","104,838.00","70,832.13","","OAKLEY","HMD","2019 GRAND DESIGN MOMENTUM 395","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE GRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^KING BED UPGRADE^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","39","0","","0","YES","NO","K1112449","A","HAMMOND","HAMMOND",""
"27204","573FS3628K9900148","2019","GRAND DESIGN","SOLITUDE","310GK-R","NEW","0","19 JUN 18","36","0.00","87,793.00","55,252.13","","JAVA","HMD","2019 GRAND DESIGN SOLITUDE 310","SOLITUDE RESIDENTIAL LIVING PA^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^30,000 BTU STEALTH A/C SYS^^PEACE OF MIND PACKAGE^^WEATHER-TEK PACKAGE^^MAX BUILT CONSTRUCTION PACKAGE^^G RATED TIRES^^18 CUBIC FOOT RESIDENTIAL REFE^^TV BEDROOM^^ELECTRIC FIREPLACE^^12V HEATERS^^6 PT HYDRAULIC LEVELING SYSTEM^^CONVECTION MICROWAVE^^2ND PATIO AWNING^^KING BED UPGRADE^^RVIA SEAL^^WINTERIZATION^^DIXIE","5TH WHEEL","31","0","","0","YES","NO","K9900148","A","HAMMOND","HAMMOND",""
"27205","573FS4320K9900056","2019","GRAND DESIGN","SOLITUDE","375RES-R","NEW","0","20 JUN 18","35","0.00","104,055.00","66,297.13","","JAVA","HMD","2019 GRAND DESIGN SOLITUDE 375","SOLITUDE RESIDENTIAL LIVING PA^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^30,000 BTU STEALTH A/C SYS^^PEACE OF MIND PACKAGE^^WEATHER-TEK PACKAGE^^MAX BUILT CONSTRUCTION PACKAGE^^G RATED TIRES^^18 CUBIC FOOT RESIDENTIAL REFE^^TV BEDROOM^^ELECTRIC FIREPLACE^^12V HEATERS^^6 PT HYDRAULIC LEVELING SYSTEM^^CONVECTION MICROWAVE^^OUTDOOR KITCHEN^^HEAT PUMP A/C^^KING BED UPGRADE^^GENERATOR PREP^^SLIDE-OUT AWNING^^RVIA SEAL^^DIXIE","5TH WHEEL","37","0","","0","YES","NO","K9900056","A","HAMMOND","HAMMOND",""
"27206","573FM4537K1208066","2019","GRAND DESIGN","MOMENTUM","397TH","NEW","0","04 JUL 18","21","0.00","126,700.00","83,337.13","BLACK W/WHITE PEARL","OAKLEY","HMD","2019 GRAND DESIGN MOMENTUM 397","MOMENTUM INTERIOR PACKAGE^^MOMENTUM EXTERIOR PACKAGE^^MOMENTUM GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^LOAD RANGE G TIRE GRADE^^EXTERIOR ENTERTAINMENT CENTER^^3RD A/C GARAGE 13.5K BTU W/LOA^^AUXILLARY FRESH WATER TANK^^3RD AWNING (MAIN SLIDE)^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^HEAT PUMP A/C^^KING BED UPGRADE^^ROCKFORD FOSGATE SPEAKER UPGRA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^FULL BODY PAINT^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","39","0","","0","YES","NO","K1208066","A","HAMMOND","HAMMOND",""
"27209","573FM4025K1112483","2019","GRAND DESIGN","MOMENTUM","351M","NEW","0","22 JUN 18","33","0.00","96,617.00","65,002.13","","MOCHA","HMD","2019 GRAND DESIGN MOMENTUM 351","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE UPGRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^KING BED UPGRADE^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","35","0","","0","YES","NO","K1112483","A","HAMMOND","HAMMOND",""
"27211","573FM4029K1112552","2019","GRAND DESIGN","MOMENTUM","349M","NEW","0","29 JUN 18","26","0.00","95,630.00","63,627.13","","OAKLEY","HMD","2019 GRAND DESIGN MOMENTUM 349","M-CLASS LUXURY INTERIOR PACKAG^^M-CLASS EXTERIOR PACKAGE^^GARAGE PACKAGE^^WEATHER-TEK INSULATION PACKAGE^^UNDER UNIT BLUE LED LIGHT KIT^^2ND A/C BEDROOM^^KITCHEN POWER FAN W/RAIN SENSO^^LOAD RANGE G TIRE UPGRADE^^CONVECTION MICROWAVE^^GARAGE LED HD TV^^AUXILLARY FRESH WATER TANK^^3 SEASON GARAGE WALL^^GENERATOR - ONAN 5.5KW GASOLIN^^3RD A/C GARAGE 13.5K BTU W/LOA^^HAPPI-JAC ELECTRIC BUNK SYSTEM^^REAR ALUMINUM DECK SYSTEM W/RE^^MOMENTUM PATIO CHAIRS^^EXTERIOR ENTERTAINMENT CENTER^^RVIA SEAL^^DIXIE","5TH WHEEL TOY HAULER","34","0","","0","YES","NO","K1112552","A","HAMMOND","HAMMOND",""
"27213","573FS4322K9900222","2019","GRAND DESIGN","SOLITUDE","375RES-R","NEW","0","28 JUN 18","27","0.00","102,223.00","65,002.13","","JAVA","HMD","2019 GRAND DESIGN SOLITUDE 375","SOLITUDE RESIDENTIAL LIVING PA^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^30,000 BTU STEALTH A/C SYS^^PEACE OF MIND PACKAGE^^WEATHER-TEK PACKAGE^^MAX BUILT CONSTRUCTION PACKAGE^^G RATED TIRES^^TV BEDROOM^^18 CUBIC FOOT RESIDENTIAL REFE^^ELECTRIC FIREPLACE^^12V HEATERS^^6 PT HYDRAULIC LEVELING SYSTEM^^CONVECTION MICROWAVE^^HEAT PUMP A/C^^KING BED UPGRADE^^GENERATOR PREP^^SLIDE-OUT AWNING^^RVIA SEAL^^DIXIE","5TH WHEEL","37","0","","0","YES","NO","K9900222","A","HAMMOND","HAMMOND",""
"27214","573FS4229K9900252","2019","GRAND DESIGN","SOLITUDE","3740BH-R","NEW","0","27 JUN 18","28","0.00","83,258.00","52,837.13","","JAVA","HMD","2019 GRAND DESIGN SOLITUDE 374","RESIDENTIAL LIVING PACKAGE^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^STEALTH A/C SYSTEM^^PEACE OF MIND PACKAGE^^WEATHER-TEK PACKAGE^^MAX-BUILT CONSTRUCTION PACKAGE^^18 CUBIC FOOT RESIDENTIAL REFE^^13.5 BTU SECOND A/C^^2ND PATIO AWNING^^TV BEDROOM^^ELECTRIC FIREPLACE^^12V HEATERS^^6-POINT AUTO LEVELING SYSTEM^^G RATED TIRES^^CONVECTION MICROWAVE^^SUPER SOFA^^HEAT PUMP A/C^^KING BED UPGRADE^^GENERATOR PREP^^RVIA SEAL^^DIXIE","5TH WHEEL","37","0","","0","YES","NO","K9900252","A","HAMMOND","HAMMOND",""
"27215","5SFBG4325KE388953","2019","HEARTLAND","LANDMARK","NEWPORT","NEW","0","16 JUL 18","9","0.00","133,513.00","78,775.13","BLACK/COPPER","CHOCOLATE SILK","HMD","2019 HEARTLAND LANDMARK NEWPOR","CORE FEATURES^^HOME PACKAGE^^AWAY PACKAGE^^YETI EXTREME COLD PACKAGE^^FULL BODY PAINT: BLACK /COPPER^^ALUM-GUARD AWNINGS^^40' OUTSIDE TV^^DISHWASHER^^HEAT PUMP^^FANTASTIC FAN MAIN BATH^^WINTERIZATION^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","YES","NO","KE388953","A","HAMMOND","HAMMOND",""
"27217","1F66F5DY5J0A18844","2019","TIFFIN","ALLEGRO","36LA","NEW","418","29 JUN 18","26","0.00","185,737.25","130,057.25","MAROON CORAL","WALNUT","HMD","2019 TIFFIN ALLEGRO 36LA","FORD 252 WB^^RIDE ASSIST - SUMMO SUSPENSION^^7.0 ONAN GENERATOR^^15 HP HP FRT^^SOLAR PANEL PREP^^MAROON CORAL FULL BODY PAINT^^WALNUT INTERIOR^^BROWN SUGAR ULTRA LEATHER^^ADDT'L SOLID SURFACE UPGRADE^^MOCHA CABINETRY^^SRENAISSANCE MALTA FLOOR TILE^^IN MOTION SATELLITE^^WINEGARD CONNECT^^2000W PURE SINE INVTR UPGRADE^^GALLEY WINDOW^^POWER DRIVER'S WINDOW^^FRONT OVERHEAD TV^^IN DASH NAVIGATION SYSTEM^^CB ANTENNA^^PWR DS/PS SEAT ULTHR PS^^CENTRAL VACUUM SYSTEM^^STACKED WASHER AND DRYER^^OVEN/CONVECTION MICROWAVE^^RES REFER^^UL BTH DIN-DS W/FF SEAT BELT^^UILTHR SLPR AIR COIL^^FIRE PLACE^^BEDROOM CEILING FAN^^DROP DOWN BUNK^^FORD CHASSIS^^EXT TV","CLASS A MH","36","0","","0","NO","NO","36LA0113497194051","A","HAMMOND","HAMMOND",""
"27218A1","5ZT3ST1F9HG301217","2017","PRIME TIME","SPARTAN","1141","USED","","02 JUL 18","23","59,995.00","70,300.00","41,866.15","","","LFT","2017 PRIME TIME SPARTAN 1141","","5TH WHEEL TOY HAULER","0","0","","0","NO","NO","","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27220","4YDT25722KT431529","2019","KEYSTONE RV","BULLET","257RSS","NEW","0","20 JUN 18","35","0.00","31,731.00","22,160.75","OXFORD GRAY","SADDLEBROOK","LFT","2019 KEYSTONE RV BULLET 257RSS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CAP^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU AC - DUCTED^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","25","0","","0","NO","NO","KT431529","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27223","4YDT26922KT431632","2019","KEYSTONE RV","BULLET","269RLS","NEW","0","21 JUN 18","34","0.00","34,614.00","24,026.46","OXFORD GRAY","SADDLEBROOK","LFT","2019 KEYSTONE RV BULLET 269RLS","OXFORD GRAY^^INTERIOR CAMPING PACKAGE^^EXTERIOR CAMPING PACKAGE^^THERMAL PACKAGE^^FIBERGLASS FRONT CAP^^POWER TONGUE JACK^^ALUMINUM WHEELS^^15 BTU AC - DUCTED^^RVQ GRILL^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","26","0","","0","NO","NO","KT431632","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27227","1F66F5DY8J0A16022","2019","THOR","OUTLAW","37RB","NEW","0","02 JUL 18","23","0.00","210,126.00","133,853.87","SUPERSTITION","CHAIN REACTION","LFT","2019 THOR OUTLAW 37RB","CABINETRY - PACIFIC HIGH GLOSS^^2 OPPOSING LEATHERETTE JACKKNI^^FRAMELESS DUAL PANE WINDOWS^^DIXIE","CLASS A TOY HAULER","37","0","","0","NO","NO","OLX37RB0025347","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27228","4UZADVFC2JCKF5425","2019","JAYCO","SENECA","37HJ","NEW","1063","23 JUL 18","2","184,999.00","254,988.00","166,090.00","ERIN HILLS","PROVIDENCE","HMD","2019 JAYCO SENECA 37HJ","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","37","0","","0","NO","NO","7K1HJ0057","A","HAMMOND","HAMMOND",""
"27231","4UZADVFC0JCKF5441","2019","JAYCO","SENECA","37RB","NEW","1035","12 JUL 18","13","0.00","255,056.00","166,287.25","ERIN HILLS","PROVIDENCE","HMD","2019 JAYCO SENECA 37RB","CUSTOMER VALUE PACKAGE^^DINETTE, BOOTH W/POWER THEATER^^DIXIE","CLASS C MH","37","0","","0","NO","NO","XK1HG0060","A","HAMMOND","HAMMOND",""
"27232","4UZADVFC6JCKF5427","2019","JAYCO","SENECA","37HJ","NEW","1135","10 JUL 18","15","184,999.00","254,988.00","170,610.43","CHAMBERS BAY","CAMBRIDGE","ABB","2019 JAYCO SENECA 37HJ","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","37","0","","0","NO","NO","XK1HJ0053","A","ACADIANA","ACADIANA",""
"27234","5VBBAK7A4JA118961","2018","TIFFIN","ALLEGRO BUS","45 OPP","NEW","238","23 JUL 18","2","0.00","473,552.00","340,680.00","WHITE MAHOGNAY","BUKHARA","CLE","2018 TIFFIN ALLEGRO BUS 45 OPP","POWERGLIDE CHASSIS 450HP^^EXTERNAL UNDER SLIDE OUT LIGHT^^EXTENDED CYCLE BATTERIES^^WHITE MAHOGANY FULL BODY PAINT^^BUKHARA INTERIOR^^SILKWORM ULTRA LEATHER^^GLAZED CANYON CHERRY CABINETS^^GLZD WAT CLST CAB^^LUSTER SHEEN^^SOLAR PANEL^^PARAMOUNT AWNINGS^^IN MOTION LOW PROFILE SAT^^WINEGARD CONNECT^^BASEMENT FREEZER^^PWR SLIDE OUT STORAGE TRAY^^SOLID NON OPENING WDS^^JBL SOUND SYSTEM^^ADVANCED MONITOR SYSTEM^^MOBILEYE COLLISON AVOID SYS^^STACKED WASHER/DRYER^^HEATED TILE FLOOR^^BROADWAY BASKET WEAVE TILE^^WOLF COOKTOP UPGRADE^^DISHWASHER^^UL LRTHR U SHAPED DIN^^UL THR AIR COIL HIDE A BED SOF^^ULTRA LTHR JACK KNIFE SOFA PS^^LIFT TV PS^^PWR SMART MATTRESS KING^^LIGHTED LOGO WINDSHIELD^^FRONT OH TV^^EXT TV W/SOUND BAR^^PRE WIRE FOR TRAVELER^^HDYROLIC JACKS^^EXTERIOR GROUND EFFECTS LIGHTS^^TRADITIONAL CEILING^^AIR LEVEL SYSTEMS^^POWER GLIDE","CLASS A MH","45","0","","0","YES","NO","45OPP111514187539","A","CALERA","CALERA",""
"27235","WDAPF4CC4H9744107","2019","THOR","COMPASS","24TF","NEW","706","22 JUN 18","33","0.00","124,513.00","80,278.75","SANDBAR","STARGAZE","CLE","2019 THOR COMPASS 24TF","BEECHWOOD^^12 VOLT FAN IN BEDROOM^^15.0 LOW PROFILE A/C W/HEAT PU^^DIXIE","CLASS B MH","24","0","","0","NO","NO","RTF24TF0008191","A","CALERA","CALERA",""
"27236","1FC4E4KS9JDC27352","2019","THOR","AXIS","27.7","NEW","715","28 JUN 18","27","0.00","128,383.00","80,327.25","LIGHTHOUSE","SEAGLASS","CLE","2019 THOR AXIS 27.7","BEECHWOOD^^HOLDING TANKS W/HEAT PADS^^DIXIE","CLASS A MH","27","0","","0","NO","NO","XSF02770008178","A","CALERA","CALERA",""
"27237","1F66F5DY7J0A16027","2019","THOR","OUTLAW","37RB","NEW","768","26 JUN 18","29","0.00","210,626.00","132,572.25","THUNDER STRUCK","HEARTBREAKER","CLE","2019 THOR OUTLAW 37RB","CABINETRY - PACIFIC HIGH GLOSS^^2 OPPOSING LEATHERETTE JACKKNI^^FRAMELESS DUAL PANE WINDOWS^^DIXIE","CLASS A TOY HAULER","37","0","","0","NO","NO","OLX37RB0025296","A","CALERA","CALERA",""
"27238","4UZADVFCXJCKF5415","2019","JAYCO","SENECA","37HJ","NEW","1159","23 JUL 18","2","0.00","254,988.00","166,090.00","CHAMBERS BAY","PROVIDENCE","ABB","2019 JAYCO SENECA 37HJ","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","37","0","","0","NO","NO","5K1HJ0056","A","ACADIANA","ACADIANA",""
"27239A1","1GT12UE88GF262263","2016","GMC","2500","DENALI","USED","9151","23 JUL 18","2","0.00","57,999.00","54,000.00","","","ABB","2016 GMC 2500 DENALI","","OTHER","0","0","","0","NO","NO","1GT12UE88GF262263","A","ACADIANA","ACADIANA",""
"27239A2","4X4TFLH28H1874826","2017","FOREST RIVER","FLAGSTAFF","8321 KBS","USED","0000000 0","23 JUL 18","2","0.00","31,995.00","20,500.00","","","ABB","2017 FOREST RIVER FLAGSTAFF 83","","TRAVEL TRAILER","0","0","","0","NO","NO","4X4TFLH28H1874826","A","ACADIANA","ACADIANA",""
"27240","1FDWS8PV3JKA48856","2019","THOR","COMPASS","23TB","NEW","1132","22 JUN 18","33","0.00","114,313.00","72,525.00","SMOOTH SAILING","PIKES PEAK","ABB","2019 THOR COMPASS 23TB","12 VOLT FAN IN BEDROOM^^15.0 LOW PROFILE A/C W/HEAT PU^^DIXIE","CLASS B MH","23","0","","0","NO","NO","RTF23TB0008196","A","ACADIANA","ACADIANA",""
